,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Decision,Score,Total_Duration
582,678050.0,15.0,9.0,4.0,3.0,2.0,12.0,2.0,7687.0,500117.0,12069.0,582,6,Self_Employed,yes,normal,2,2,condominium,Selangor,Reject,7,24.0
583,597143.0,21.0,10.0,2.0,2.0,1.0,12.0,1.0,7361.0,447998.0,13345.0,583,6,Self_Employed,no,gold,2,2,condominium,Selangor,Accept,8,31.0
584,407561.0,20.0,10.0,2.0,2.0,1.0,12.0,3.0,8255.0,783654.0,16672.0,584,6,Self_Employed,yes,gold,2,1,condominium,Selangor,Accept,6,30.0
585,640528.0,21.0,10.0,2.0,3.0,1.0,11.0,1.0,4841.0,514139.0,12290.0,585,6,Self_Employed,no,gold,2,1,condominium,Selangor,Accept,6,31.0
586,444232.0,15.0,15.0,2.0,3.0,1.0,10.0,1.0,9875.0,1269704.0,10139.0,586,6,Self_Employed,yes,platinum,2,2,condominium,Selangor,Accept,6,30.0
587,191141.0,19.0,10.0,4.0,3.0,1.0,12.0,2.0,11659.0,459835.0,13345.0,587,6,Self_Employed,no,gold,2,1,condominium,Selangor,Accept,8,29.0
588,517944.0,17.0,10.0,2.0,3.0,1.0,12.0,2.0,4835.0,1280341.0,11601.0,588,6,Self_Employed,yes,normal,2,3,condominium,Selangor,Accept,6,27.0
589,252131.0,10.0,14.0,2.0,2.0,2.0,12.0,2.0,6258.0,642398.0,11499.0,589,6,Self_Employed,no,platinum,2,3,condominium,Selangor,Reject,6,24.0
590,476025.0,19.0,13.0,4.0,3.0,1.0,12.0,1.0,4011.0,876987.0,12847.0,590,6,Self_Employed,yes,normal,2,2,condominium,Selangor,Accept,7,32.0
591,481693.0,14.0,10.0,2.0,3.0,1.0,12.0,2.0,4544.0,1268362.0,11513.0,591,6,Self_Employed,no,gold,2,2,condominium,Selangor,Accept,9,24.0
592,485201.0,11.0,10.0,3.0,3.0,2.0,11.0,3.0,6029.0,654237.0,8051.0,592,6,Self_Employed,yes,normal,2,1,condominium,Selangor,Accept,7,21.0
593,217631.0,18.0,15.0,3.0,3.0,2.0,12.0,1.0,10762.0,824670.0,18085.0,593,6,Self_Employed,no,gold,2,1,condominium,Selangor,Accept,8,33.0
594,571064.0,13.0,10.0,2.0,3.0,1.0,10.0,3.0,4639.0,1351462.0,11513.0,594,6,Self_Employed,yes,normal,2,3,condominium,Selangor,Accept,9,23.0
595,157102.0,21.0,10.0,2.0,3.0,2.0,12.0,1.0,6838.0,502893.0,18094.0,595,6,Self_Employed,no,gold,2,2,condominium,Selangor,Reject,7,31.0
596,438651.0,13.0,14.0,2.0,3.0,2.0,12.0,3.0,7097.0,1114558.0,13185.0,596,6,Self_Employed,yes,gold,2,3,condominium,Selangor,Accept,9,27.0
597,217296.0,18.0,10.0,4.0,3.0,2.0,12.0,2.0,12078.0,1220529.0,19717.0,597,6,Self_Employed,no,normal,2,1,condominium,Selangor,Accept,9,28.0
598,651792.0,12.0,16.0,2.0,2.0,1.0,12.0,1.0,6561.0,1044126.0,9102.0,598,6,Self_Employed,yes,gold,2,3,condominium,Selangor,Accept,6,28.0
599,699339.0,15.0,16.0,2.0,2.0,2.0,12.0,1.0,5022.0,1246219.0,12772.0,599,6,Self_Employed,no,platinum,2,3,condominium,Selangor,Accept,7,31.0
600,191980.0,19.0,11.0,5.0,3.0,3.0,10.0,2.0,4672.0,1084870.0,8833.0,600,4,employee,yes,normal,2,2,condominium,Selangor,Reject,8,30.0
601,794279.0,14.0,11.0,3.0,3.0,3.0,10.0,3.0,6052.0,727223.0,12542.0,601,4,employee,no,gold,2,2,condominium,Selangor,Accept,9,25.0
602,174217.0,15.0,11.0,5.0,3.0,3.0,10.0,3.0,4758.0,1259443.0,17014.0,602,4,employee,yes,gold,2,2,condominium,Selangor,Reject,7,26.0
603,351879.0,21.0,11.0,5.0,3.0,2.0,11.0,1.0,10727.0,559009.0,11302.0,603,4,employee,no,gold,2,3,condominium,Selangor,Reject,9,32.0
604,422686.0,14.0,11.0,4.0,3.0,3.0,10.0,3.0,9097.0,1157392.0,17204.0,604,4,employee,yes,gold,2,1,condominium,Selangor,Accept,8,25.0
605,259411.0,14.0,11.0,5.0,2.0,3.0,10.0,1.0,11609.0,503237.0,10098.0,605,4,employee,no,normal,2,1,condominium,Selangor,Reject,6,25.0
606,135765.0,20.0,15.0,3.0,3.0,2.0,10.0,2.0,6668.0,1366780.0,13098.0,606,4,employee,yes,normal,2,3,condominium,Selangor,Accept,6,35.0
607,529026.0,16.0,11.0,5.0,3.0,3.0,10.0,1.0,7415.0,1003190.0,15296.0,607,4,employee,no,gold,2,3,condominium,Selangor,Accept,6,27.0
608,693519.0,13.0,11.0,5.0,3.0,1.0,10.0,2.0,7527.0,1215403.0,7611.0,608,4,employee,yes,normal,2,2,condominium,Selangor,Reject,9,24.0
609,614113.0,20.0,15.0,5.0,2.0,2.0,12.0,3.0,9332.0,1030615.0,8000.0,609,4,employee,no,normal,2,1,condominium,Selangor,Accept,7,35.0
610,666159.0,10.0,11.0,5.0,3.0,2.0,11.0,3.0,9282.0,1426709.0,8205.0,610,4,employee,yes,gold,2,3,condominium,Selangor,Accept,6,21.0
611,539990.0,20.0,11.0,5.0,3.0,2.0,10.0,2.0,9735.0,1400765.0,13224.0,611,4,employee,no,platinum,2,1,condominium,Selangor,Accept,6,31.0
612,121616.0,18.0,11.0,5.0,2.0,2.0,10.0,2.0,10960.0,421251.0,12227.0,612,4,employee,yes,normal,2,2,condominium,Selangor,Reject,6,29.0
613,316588.0,16.0,11.0,5.0,3.0,3.0,10.0,1.0,7527.0,804894.0,7614.0,613,4,employee,no,gold,2,3,condominium,Selangor,Accept,9,27.0
614,401795.0,12.0,11.0,5.0,2.0,3.0,10.0,2.0,5738.0,569987.0,13814.0,614,4,employee,yes,normal,2,1,condominium,Selangor,Accept,6,23.0
615,325776.0,13.0,11.0,5.0,2.0,3.0,10.0,3.0,11075.0,1049173.0,13185.0,615,4,employee,no,normal,2,2,condominium,Selangor,Accept,7,24.0
616,442615.0,17.0,11.0,5.0,3.0,2.0,10.0,1.0,4449.0,1291072.0,13089.0,616,4,employee,yes,gold,2,2,condominium,Selangor,Accept,8,28.0
617,758621.0,12.0,11.0,5.0,2.0,3.0,10.0,1.0,4686.0,624411.0,13042.0,617,4,employee,no,normal,2,2,condominium,Selangor,Accept,7,23.0
618,536163.0,23.0,11.0,5.0,2.0,3.0,10.0,2.0,7824.0,808669.0,13491.0,618,4,employee,yes,platinum,2,1,condominium,Selangor,Accept,8,34.0
619,251879.0,20.0,11.0,5.0,3.0,2.0,10.0,1.0,10672.0,470683.0,15912.0,619,4,employee,no,normal,2,2,condominium,Selangor,Accept,7,31.0
620,729265.0,12.0,9.0,5.0,2.0,3.0,10.0,3.0,5828.0,1283187.0,13296.0,620,4,employee,yes,normal,2,3,condominium,Selangor,Reject,7,21.0
621,543417.0,20.0,14.0,3.0,3.0,3.0,10.0,2.0,8732.0,584462.0,10326.0,621,4,employee,no,normal,2,2,condominium,Selangor,Accept,6,34.0
622,480536.0,10.0,11.0,3.0,3.0,3.0,10.0,3.0,4971.0,1141813.0,12053.0,622,4,employee,yes,normal,2,1,condominium,Selangor,Accept,7,21.0
623,270087.0,13.0,11.0,5.0,3.0,3.0,10.0,1.0,8755.0,1023017.0,16626.0,623,4,employee,no,gold,2,3,condominium,Selangor,Reject,7,24.0
624,638027.0,17.0,11.0,5.0,3.0,3.0,10.0,2.0,11559.0,823478.0,11084.0,624,4,employee,yes,normal,2,1,condominium,Selangor,Reject,7,28.0
625,744346.0,21.0,9.0,5.0,3.0,3.0,10.0,1.0,7387.0,934811.0,16028.0,625,4,employee,no,normal,2,1,condominium,Selangor,Reject,6,30.0
626,383883.0,10.0,11.0,5.0,3.0,3.0,10.0,3.0,12013.0,973818.0,16520.0,626,4,employee,yes,gold,2,1,condominium,Selangor,Accept,7,21.0
627,529026.0,18.0,11.0,5.0,2.0,1.0,10.0,1.0,4626.0,903774.0,18121.0,627,4,employee,no,normal,2,3,condominium,Selangor,Accept,8,29.0
628,536163.0,23.0,11.0,5.0,3.0,1.0,10.0,1.0,8375.0,1319488.0,18381.0,628,4,employee,yes,normal,2,1,condominium,Selangor,Accept,9,34.0
629,539731.0,22.0,11.0,5.0,3.0,3.0,10.0,2.0,10342.0,1030112.0,13645.0,629,4,employee,no,normal,2,1,condominium,Selangor,Accept,6,33.0
630,174606.0,23.0,12.0,5.0,3.0,1.0,10.0,3.0,8523.0,1329843.0,12645.0,630,4,employee,yes,normal,2,2,condominium,Selangor,Accept,6,35.0
631,312375.0,11.0,11.0,5.0,2.0,3.0,10.0,3.0,8120.0,896387.0,7595.0,631,4,employee,no,normal,2,2,condominium,Selangor,Reject,6,22.0
632,472144.0,12.0,11.0,5.0,3.0,3.0,10.0,2.0,5355.0,930533.0,9805.0,632,4,employee,yes,normal,2,1,condominium,Selangor,Accept,7,23.0
633,325522.0,12.0,11.0,3.0,3.0,3.0,10.0,2.0,3690.0,1317165.0,13185.0,633,4,employee,no,gold,2,2,condominium,Selangor,Accept,9,23.0
634,565742.0,15.0,11.0,5.0,3.0,3.0,10.0,1.0,7295.0,1310838.0,17484.0,634,4,employee,yes,gold,2,3,condominium,Selangor,Accept,6,26.0
635,303442.0,16.0,11.0,5.0,2.0,3.0,10.0,1.0,8816.0,1342002.0,12227.0,635,4,employee,no,gold,2,1,condominium,Selangor,Accept,6,27.0
636,466117.0,20.0,15.0,5.0,3.0,2.0,11.0,2.0,10902.0,613608.0,14541.0,636,4,employee,yes,gold,2,3,condominium,Selangor,Reject,9,35.0
637,739671.0,17.0,11.0,5.0,3.0,3.0,10.0,2.0,6587.0,823478.0,11084.0,637,4,employee,no,normal,2,1,condominium,Selangor,Accept,9,28.0
638,158951.0,23.0,11.0,5.0,2.0,3.0,10.0,2.0,10347.0,1189591.0,9621.0,638,4,employee,yes,normal,2,3,condominium,Selangor,Accept,7,34.0
639,768227.0,20.0,11.0,5.0,3.0,2.0,10.0,1.0,7841.0,739375.0,15912.0,639,4,employee,no,normal,2,3,condominium,Selangor,Accept,6,31.0
640,126466.0,14.0,13.0,4.0,3.0,3.0,10.0,2.0,8067.0,1234236.0,13252.0,640,4,employee,yes,normal,2,1,condominium,Selangor,Accept,6,27.0
641,622209.0,13.0,15.0,5.0,2.0,3.0,10.0,1.0,6615.0,1253154.0,13252.0,641,4,employee,no,normal,2,3,condominium,Selangor,Reject,7,28.0
642,528103.0,19.0,11.0,5.0,2.0,3.0,11.0,2.0,8214.0,1087889.0,14007.0,642,4,employee,yes,gold,2,1,condominium,Selangor,Accept,6,30.0
643,390155.0,20.0,15.0,5.0,3.0,3.0,10.0,1.0,4343.0,595413.0,13922.0,643,4,employee,no,gold,2,3,condominium,Selangor,Reject,9,35.0
644,113707.0,18.0,15.0,3.0,3.0,2.0,10.0,1.0,3851.0,541604.0,17967.0,644,4,employee,yes,normal,2,1,condominium,Selangor,Accept,6,33.0
645,757294.0,19.0,11.0,5.0,3.0,1.0,10.0,1.0,10247.0,1281373.0,13345.0,645,4,employee,no,normal,2,1,condominium,Selangor,Accept,7,30.0
646,662723.0,15.0,11.0,4.0,2.0,3.0,10.0,3.0,11249.0,1111672.0,12354.0,646,4,employee,yes,gold,2,2,condominium,Selangor,Reject,6,26.0
647,545674.0,13.0,14.0,3.0,2.0,3.0,10.0,2.0,5620.0,604906.0,13252.0,647,4,employee,no,normal,2,1,condominium,Selangor,Accept,7,27.0
648,724673.0,14.0,11.0,4.0,3.0,3.0,10.0,2.0,7163.0,782086.0,13185.0,648,4,employee,yes,gold,2,1,condominium,Selangor,Accept,8,25.0
649,668190.0,23.0,11.0,5.0,3.0,3.0,10.0,3.0,8816.0,659481.0,14467.0,649,4,employee,no,normal,2,2,condominium,Selangor,Accept,7,34.0
650,482458.0,13.0,11.0,3.0,2.0,3.0,10.0,1.0,12261.0,555916.0,7749.0,650,4,employee,yes,normal,2,1,condominium,Selangor,Accept,7,24.0
651,307783.0,14.0,11.0,5.0,3.0,3.0,10.0,1.0,9956.0,1092160.0,15611.0,651,4,employee,no,platinum,2,1,condominium,Selangor,Accept,7,25.0
652,718250.0,20.0,15.0,5.0,3.0,3.0,10.0,2.0,9493.0,841883.0,15408.0,652,4,employee,yes,gold,2,1,condominium,Selangor,Reject,6,35.0
653,408479.0,10.0,11.0,3.0,3.0,3.0,10.0,1.0,6076.0,792275.0,12516.0,653,4,employee,no,normal,2,1,condominium,Selangor,Accept,9,21.0
654,418743.0,16.0,11.0,3.0,2.0,2.0,11.0,3.0,8833.0,458970.0,14283.0,654,4,employee,yes,normal,2,3,condominium,Selangor,Accept,8,27.0
655,544981.0,20.0,9.0,4.0,2.0,1.0,11.0,1.0,7582.0,519139.0,9378.0,655,4,employee,no,normal,2,3,condominium,Selangor,Accept,8,29.0
656,158830.0,12.0,13.0,5.0,3.0,2.0,10.0,3.0,7954.0,779708.0,12361.0,656,4,employee,yes,gold,2,3,condominium,Selangor,Accept,8,25.0
657,383883.0,22.0,8.0,5.0,2.0,3.0,10.0,2.0,9878.0,992639.0,13141.0,657,4,employee,no,normal,2,2,condominium,Selangor,Accept,7,30.0
658,186962.0,20.0,11.0,4.0,3.0,2.0,10.0,1.0,9052.0,818928.0,14496.0,658,4,employee,yes,gold,2,1,condominium,Selangor,Accept,8,31.0
659,752211.0,19.0,11.0,5.0,2.0,3.0,10.0,2.0,8381.0,1252615.0,14170.0,659,4,employee,no,normal,2,1,condominium,Selangor,Accept,9,30.0
660,181808.0,20.0,15.0,5.0,3.0,3.0,10.0,3.0,12014.0,1243171.0,16992.0,660,4,employee,yes,normal,2,1,condominium,Selangor,Accept,9,35.0
661,640073.0,12.0,11.0,5.0,3.0,3.0,10.0,2.0,4453.0,1142989.0,9588.0,661,4,employee,no,normal,2,1,condominium,Selangor,Accept,6,23.0
662,281381.0,23.0,15.0,5.0,2.0,3.0,10.0,3.0,12132.0,1435664.0,12942.0,662,4,employee,yes,normal,2,1,condominium,Selangor,Accept,8,38.0
663,515156.0,17.0,11.0,5.0,3.0,3.0,10.0,1.0,3740.0,984853.0,18158.0,663,4,employee,no,gold,2,1,condominium,Selangor,Reject,7,28.0
664,554022.0,12.0,11.0,5.0,3.0,3.0,10.0,2.0,7833.0,1416719.0,13128.0,664,4,employee,yes,normal,2,1,condominium,Selangor,Accept,6,23.0
665,588891.0,21.0,11.0,5.0,3.0,3.0,10.0,1.0,8956.0,1109988.0,11753.0,665,4,employee,no,normal,2,2,condominium,Selangor,Accept,9,32.0
666,641364.0,17.0,15.0,5.0,3.0,3.0,10.0,1.0,10755.0,1295815.0,8201.0,666,4,employee,yes,normal,2,2,condominium,Selangor,Accept,6,32.0
667,124163.0,11.0,11.0,5.0,3.0,3.0,10.0,2.0,5738.0,1200841.0,12204.0,667,4,employee,no,normal,2,3,condominium,Selangor,Accept,8,22.0
668,230698.0,19.0,11.0,5.0,3.0,3.0,11.0,3.0,7725.0,1083607.0,14007.0,668,4,employee,yes,normal,2,2,condominium,Selangor,Accept,8,30.0
669,116437.0,20.0,11.0,5.0,3.0,3.0,10.0,1.0,8539.0,1072765.0,13722.0,669,4,employee,no,normal,2,1,condominium,Selangor,Accept,8,31.0
670,275773.0,12.0,11.0,5.0,3.0,3.0,10.0,2.0,6023.0,600262.0,13042.0,670,4,employee,yes,normal,2,3,condominium,Selangor,Accept,7,23.0
671,455895.0,15.0,15.0,5.0,3.0,2.0,10.0,3.0,8797.0,421344.0,13321.0,671,4,employee,no,normal,2,3,condominium,Selangor,Accept,7,30.0
672,759235.0,24.0,15.0,5.0,3.0,3.0,10.0,2.0,4004.0,431456.0,13200.0,672,4,employee,yes,gold,2,2,condominium,Selangor,Accept,8,39.0
673,184394.0,17.0,15.0,5.0,2.0,3.0,10.0,1.0,10899.0,752183.0,15088.0,673,4,employee,no,gold,2,2,condominium,Selangor,Accept,9,32.0
674,614799.0,19.0,11.0,5.0,3.0,3.0,10.0,3.0,9025.0,506801.0,11104.0,674,4,employee,yes,normal,2,3,condominium,Selangor,Accept,7,30.0
675,576752.0,13.0,15.0,5.0,3.0,2.0,10.0,1.0,8230.0,627257.0,16750.0,675,4,employee,no,normal,2,1,condominium,Selangor,Accept,9,28.0
676,649450.0,24.0,11.0,5.0,2.0,3.0,10.0,1.0,8726.0,511901.0,8057.0,676,4,employee,yes,normal,2,3,condominium,Selangor,Reject,7,35.0
677,193519.0,11.0,11.0,5.0,3.0,3.0,10.0,1.0,7527.0,1248725.0,15827.0,677,4,employee,no,normal,2,3,condominium,Selangor,Accept,7,22.0
678,581126.0,10.0,11.0,5.0,3.0,3.0,10.0,2.0,5736.0,1265338.0,15414.0,678,4,employee,yes,normal,2,2,condominium,Selangor,Accept,7,21.0
679,642934.0,22.0,11.0,5.0,2.0,3.0,10.0,1.0,5417.0,1261763.0,8687.0,679,4,employee,no,gold,2,3,condominium,Selangor,Accept,8,33.0
680,626874.0,23.0,11.0,5.0,3.0,3.0,10.0,2.0,8302.0,1162461.0,11954.0,680,4,employee,yes,platinum,2,3,condominium,Kuala Lumpur,Reject,8,34.0
681,382808.0,22.0,11.0,5.0,3.0,3.0,10.0,3.0,4964.0,901445.0,16887.0,681,4,employee,no,normal,2,2,condominium,Kuala Lumpur,Accept,6,33.0
682,518950.0,15.0,11.0,4.0,3.0,3.0,10.0,1.0,4456.0,555742.0,19295.0,682,4,employee,yes,gold,2,3,condominium,Kuala Lumpur,Accept,8,26.0
683,552662.0,10.0,11.0,5.0,3.0,1.0,10.0,1.0,12513.0,1306813.0,12599.0,683,4,employee,no,gold,2,2,condominium,Kuala Lumpur,Accept,6,21.0
684,273102.0,11.0,11.0,5.0,3.0,3.0,10.0,2.0,5779.0,960559.0,13042.0,684,4,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,7,22.0
685,552662.0,10.0,11.0,5.0,2.0,3.0,10.0,1.0,5582.0,1316906.0,11147.0,685,4,employee,no,normal,2,3,condominium,Kuala Lumpur,Accept,7,21.0
686,478099.0,19.0,11.0,5.0,3.0,3.0,10.0,2.0,3946.0,1048240.0,14815.0,686,4,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,8,30.0
687,606341.0,17.0,12.0,5.0,2.0,3.0,10.0,1.0,8273.0,708910.0,15646.0,687,4,employee,no,normal,2,1,condominium,Kuala Lumpur,Accept,8,29.0
688,629996.0,24.0,11.0,5.0,2.0,3.0,10.0,1.0,12245.0,462597.0,14781.0,688,4,employee,yes,gold,2,2,condominium,Kuala Lumpur,Reject,8,35.0
689,194781.0,11.0,11.0,5.0,3.0,3.0,10.0,2.0,5738.0,1060182.0,15116.0,689,4,employee,no,normal,2,1,condominium,Kuala Lumpur,Reject,9,22.0
690,698049.0,12.0,11.0,5.0,3.0,3.0,10.0,1.0,8122.0,1044705.0,8674.0,690,4,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,7,23.0
691,798549.0,22.0,11.0,4.0,2.0,3.0,10.0,1.0,8974.0,673946.0,11371.0,691,4,employee,no,platinum,2,2,condominium,Kuala Lumpur,Accept,8,33.0
692,596816.0,20.0,11.0,4.0,3.0,3.0,10.0,2.0,7241.0,1105889.0,7587.0,692,4,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,9,31.0
693,198093.0,20.0,11.0,5.0,3.0,3.0,10.0,1.0,4344.0,817300.0,17362.0,693,4,employee,no,normal,2,2,condominium,Kuala Lumpur,Reject,7,31.0
694,394827.0,13.0,11.0,5.0,3.0,3.0,10.0,2.0,5738.0,1334156.0,13814.0,694,4,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,8,24.0
695,621342.0,15.0,11.0,5.0,3.0,3.0,10.0,2.0,6427.0,1114332.0,16751.0,695,4,employee,no,gold,2,2,condominium,Kuala Lumpur,Accept,6,26.0
696,656740.0,20.0,11.0,5.0,3.0,3.0,10.0,2.0,4693.0,1042157.0,15534.0,696,4,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,6,31.0
697,771770.0,17.0,11.0,5.0,3.0,2.0,10.0,1.0,11433.0,508500.0,17103.0,697,4,employee,no,normal,2,2,condominium,Kuala Lumpur,Accept,6,28.0
698,550668.0,24.0,11.0,4.0,3.0,3.0,10.0,2.0,6090.0,1367194.0,13611.0,698,4,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,6,35.0
699,181127.0,16.0,11.0,4.0,2.0,1.0,11.0,2.0,4675.0,1360757.0,12227.0,699,4,employee,no,normal,2,2,condominium,Kuala Lumpur,Accept,9,27.0
700,352969.0,19.0,15.0,4.0,2.0,3.0,10.0,1.0,8337.0,1344679.0,19064.0,700,6,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,9,34.0
701,193485.0,17.0,15.0,4.0,2.0,2.0,10.0,3.0,8938.0,1312040.0,12877.0,701,6,employee,no,normal,2,1,condominium,Kuala Lumpur,Accept,9,32.0
702,275881.0,15.0,5.0,4.0,2.0,1.0,10.0,1.0,9155.0,820408.0,10925.0,702,6,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,8,20.0
703,481879.0,19.0,5.0,4.0,2.0,1.0,10.0,1.0,8386.0,1349024.0,13782.0,703,6,employee,no,platinum,2,1,condominium,Kuala Lumpur,Reject,6,24.0
704,649792.0,12.0,12.0,4.0,2.0,3.0,10.0,1.0,7667.0,1186048.0,10961.0,704,6,employee,yes,platinum,2,1,condominium,Kuala Lumpur,Reject,6,24.0
705,784320.0,17.0,12.0,4.0,2.0,3.0,10.0,2.0,8308.0,1237389.0,13419.0,705,6,employee,no,normal,2,2,condominium,Kuala Lumpur,Accept,6,29.0
706,392487.0,20.0,12.0,4.0,2.0,1.0,10.0,1.0,12187.0,1076827.0,16494.0,706,6,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,8,32.0
707,319486.0,15.0,12.0,4.0,2.0,2.0,10.0,2.0,4548.0,1281808.0,11003.0,707,6,employee,no,gold,2,2,condominium,Kuala Lumpur,Accept,8,27.0
708,262829.0,16.0,12.0,4.0,2.0,3.0,10.0,1.0,6904.0,1013239.0,16902.0,708,6,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,7,28.0
709,567578.0,23.0,13.0,4.0,2.0,3.0,10.0,3.0,8567.0,1295481.0,14303.0,709,6,employee,no,normal,2,3,condominium,Kuala Lumpur,Reject,9,36.0
710,451696.0,13.0,12.0,4.0,2.0,3.0,10.0,1.0,6155.0,986496.0,16654.0,710,6,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,8,25.0
711,794029.0,11.0,12.0,3.0,2.0,3.0,10.0,2.0,10328.0,1161224.0,18360.0,711,6,employee,no,normal,2,2,condominium,Kuala Lumpur,Accept,7,23.0
712,572922.0,14.0,14.0,4.0,2.0,3.0,10.0,1.0,9009.0,1156049.0,17459.0,712,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Reject,9,28.0
713,508528.0,15.0,13.0,4.0,2.0,3.0,10.0,2.0,9534.0,1174842.0,14856.0,713,6,employee,no,normal,2,2,condominium,Kuala Lumpur,Reject,8,28.0
714,342691.0,13.0,12.0,4.0,2.0,3.0,10.0,1.0,7667.0,1348551.0,19118.0,714,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Reject,9,25.0
715,597047.0,16.0,12.0,4.0,2.0,3.0,10.0,1.0,5706.0,867715.0,15647.0,715,6,employee,no,gold,2,3,condominium,Kuala Lumpur,Accept,9,28.0
716,790337.0,13.0,12.0,4.0,2.0,1.0,10.0,2.0,9345.0,1121604.0,17425.0,716,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Accept,9,25.0
717,303147.0,12.0,12.0,3.0,2.0,2.0,10.0,3.0,10479.0,1015128.0,15100.0,717,6,employee,no,normal,2,1,condominium,Kuala Lumpur,Accept,8,24.0
718,622616.0,20.0,12.0,4.0,2.0,3.0,10.0,1.0,6749.0,699890.0,9430.0,718,6,employee,yes,gold,2,3,condominium,Kuala Lumpur,Accept,8,32.0
719,241560.0,17.0,12.0,4.0,2.0,3.0,10.0,1.0,7022.0,660307.0,19554.0,719,6,employee,no,normal,2,3,condominium,Kuala Lumpur,Reject,9,29.0
720,501093.0,22.0,12.0,4.0,2.0,2.0,10.0,2.0,8073.0,675616.0,14951.0,720,6,employee,yes,platinum,2,1,condominium,Kuala Lumpur,Accept,7,34.0
721,572922.0,13.0,12.0,4.0,2.0,3.0,10.0,1.0,10202.0,1093779.0,18521.0,721,6,employee,no,gold,2,1,condominium,Kuala Lumpur,Accept,6,25.0
722,387842.0,20.0,12.0,4.0,2.0,3.0,10.0,3.0,3969.0,1057396.0,7961.0,722,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Accept,7,32.0
723,193662.0,19.0,14.0,4.0,2.0,3.0,10.0,1.0,5027.0,933421.0,9929.0,723,6,employee,no,gold,2,3,condominium,Kuala Lumpur,Accept,7,33.0
724,553959.0,22.0,12.0,4.0,2.0,3.0,10.0,1.0,11391.0,1235688.0,9802.0,724,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Accept,9,34.0
725,529026.0,15.0,12.0,4.0,2.0,3.0,10.0,2.0,8621.0,644625.0,9474.0,725,6,employee,no,gold,2,1,condominium,Kuala Lumpur,Accept,7,27.0
726,378309.0,15.0,12.0,4.0,2.0,3.0,10.0,1.0,5536.0,1194764.0,12227.0,726,6,employee,yes,gold,2,2,condominium,Kuala Lumpur,Accept,6,27.0
727,383883.0,21.0,12.0,4.0,2.0,1.0,10.0,1.0,5768.0,1239117.0,14473.0,727,6,employee,no,gold,2,2,condominium,Kuala Lumpur,Accept,7,33.0
728,540418.0,19.0,12.0,4.0,2.0,3.0,10.0,2.0,4470.0,1129601.0,15912.0,728,6,employee,yes,normal,2,3,condominium,Kuala Lumpur,Accept,9,31.0
729,633691.0,17.0,12.0,4.0,2.0,3.0,10.0,2.0,8235.0,679806.0,15835.0,729,6,employee,no,gold,2,3,condominium,Kuala Lumpur,Accept,8,29.0
730,173002.0,15.0,12.0,4.0,2.0,3.0,10.0,1.0,6443.0,935944.0,9824.0,730,6,employee,yes,normal,2,2,condominium,Kuala Lumpur,Accept,6,27.0
731,477653.0,19.0,12.0,4.0,2.0,3.0,10.0,3.0,6564.0,981908.0,13345.0,731,6,employee,no,normal,2,2,condominium,Kuala Lumpur,Reject,9,31.0
732,467759.0,14.0,12.0,4.0,2.0,3.0,10.0,1.0,7274.0,955825.0,15691.0,732,6,employee,yes,platinum,2,3,condominium,Kuala Lumpur,Accept,6,26.0
733,100837.0,21.0,12.0,4.0,2.0,3.0,11.0,3.0,4844.0,876740.0,12731.0,733,6,employee,no,normal,2,3,condominium,Kuala Lumpur,Reject,6,33.0
734,512246.0,18.0,15.0,3.0,2.0,2.0,10.0,1.0,5184.0,1346080.0,9524.0,734,6,employee,yes,normal,2,1,condominium,Kuala Lumpur,Accept,6,33.0
735,260794.0,16.0,10.0,4.0,2.0,3.0,10.0,2.0,8909.0,1013239.0,12166.0,735,6,employee,no,normal,2,3,condominium,Kuala Lumpur,Accept,7,26.0
736,301909.0,14.0,12.0,4.0,2.0,3.0,10.0,2.0,4268.0,715112.0,11533.0,736,6,employee,yes,gold,2,3,condominium,Kuala Lumpur,Accept,8,26.0
