,Unnamed: 0,Loan_Amount,Loan_Tenure_Year,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Years_for_Property_to_Completion,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Unnamed: 0.1,Credit_Card_Exceed_Months,Employment_Type,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Number_of_Loan_to_Approve,Property_Type,State,Score,Total_Duration,Decision
848,848,2,5,8,2,0,0,3,1,2,1,2,848,4,2,1,0,0,1,3,2,0,320,0
849,849,2,14,7,2,0,0,3,1,0,2,1,849,4,2,0,2,0,0,3,2,0,970,0
850,850,2,0,8,2,0,1,1,1,2,0,1,850,4,2,1,1,0,0,3,2,3,85,1
851,851,0,10,5,2,0,0,1,2,1,0,0,851,4,2,0,1,0,0,3,2,3,506,0
852,852,1,6,8,2,0,0,3,2,2,1,2,852,4,2,1,0,0,2,3,2,1,419,0
853,853,0,3,8,2,0,0,1,2,0,2,2,853,4,2,0,1,0,2,3,2,3,202,0
854,854,0,9,6,2,0,0,3,0,1,0,1,854,4,2,1,1,0,1,3,2,1,506,0
855,855,2,8,10,2,0,1,3,0,1,2,2,855,4,2,0,1,0,1,3,2,3,766,0
856,856,1,9,8,2,0,0,2,2,2,2,2,856,4,2,1,0,0,2,3,2,0,676,0
857,857,0,9,8,2,0,0,2,0,0,0,0,857,4,2,0,1,0,0,3,2,3,676,0
858,858,1,14,8,2,0,2,3,1,2,2,1,858,4,2,1,0,0,0,3,2,0,1014,0
859,859,0,2,5,2,0,0,3,1,2,2,0,859,4,2,0,1,0,2,3,2,2,62,0
860,860,0,5,10,1,0,0,3,1,0,2,2,860,4,2,1,1,0,2,3,2,1,506,0
861,861,0,4,8,2,0,0,3,0,2,0,0,861,4,2,0,2,0,1,3,2,0,261,0
862,862,0,1,8,2,0,0,3,0,2,2,1,862,4,2,1,1,0,2,3,2,1,107,0
863,863,0,8,8,2,0,0,3,1,0,2,0,863,4,2,0,0,0,1,3,2,1,580,0
864,864,2,10,8,2,0,0,3,1,0,2,0,864,4,2,1,1,0,0,3,2,2,766,0
865,865,0,4,8,2,0,0,3,0,1,1,2,865,4,2,0,0,0,2,3,2,3,261,1
866,866,1,4,10,2,0,0,3,2,0,2,0,866,4,2,1,1,0,0,3,2,1,419,0
867,867,0,3,8,1,0,0,3,1,2,0,2,867,4,2,0,0,0,0,3,2,0,202,0
868,868,0,10,8,2,0,1,3,1,1,0,1,868,4,2,1,1,0,2,3,2,1,766,0
869,869,2,12,8,2,0,1,3,1,1,0,1,869,4,2,0,1,0,1,3,2,1,922,0
870,870,0,2,8,2,0,0,3,0,1,0,0,870,4,2,1,1,0,0,3,2,0,145,0
871,871,0,9,8,2,0,0,3,1,0,0,1,871,4,2,0,1,0,0,3,2,1,676,1
872,872,0,14,8,2,0,0,3,2,0,2,0,872,4,2,1,1,0,1,3,2,2,1014,0
873,873,2,7,7,2,0,0,0,1,0,0,1,873,4,2,0,0,0,0,3,2,2,419,0
874,874,0,13,8,2,0,1,3,0,1,1,1,874,4,2,1,1,0,0,3,2,2,970,0
875,875,0,12,8,2,0,1,0,0,0,1,0,875,4,2,0,1,0,2,3,2,0,922,0
876,876,0,3,8,2,0,0,1,2,0,0,0,876,4,2,1,1,0,1,3,2,3,202,0
877,877,0,10,8,1,0,0,3,2,1,0,2,877,4,2,0,1,0,0,3,2,0,766,0
878,878,1,2,6,2,0,0,3,1,2,0,0,878,4,2,1,0,0,2,3,2,2,85,0
879,879,0,10,8,2,0,0,3,0,2,0,2,879,4,2,0,1,0,0,3,2,0,766,0
880,880,1,8,8,2,0,1,3,2,1,2,0,880,4,2,1,1,0,1,3,2,1,580,0
881,881,1,10,10,2,0,1,3,2,0,0,1,881,4,2,0,1,0,0,3,2,1,922,0
882,882,1,10,10,2,0,0,3,0,0,0,0,882,4,2,1,1,0,0,3,2,3,922,0
883,883,1,11,8,2,0,0,3,0,1,0,0,883,4,2,0,0,0,2,3,2,1,856,1
884,884,2,10,8,2,0,0,3,2,0,2,0,884,4,2,1,1,0,1,3,2,0,766,0
885,885,0,5,8,2,0,0,2,0,1,0,0,885,4,2,0,1,0,2,3,2,1,320,0
886,886,1,12,8,2,0,0,3,1,0,2,0,886,4,2,1,0,0,1,3,2,0,922,1
887,887,1,14,8,2,0,0,3,0,0,2,1,887,4,2,0,1,0,2,3,2,1,1014,0
888,888,0,8,8,2,0,0,3,0,0,1,0,888,4,2,1,1,0,1,3,2,0,580,0
889,889,0,6,8,2,0,0,3,1,0,1,0,889,4,2,0,1,0,1,3,2,1,419,0
890,890,0,12,8,2,0,0,3,1,2,2,0,890,4,2,1,1,0,2,3,2,3,922,1
891,891,0,13,8,2,0,0,3,1,2,0,0,891,4,2,0,1,0,1,3,2,3,970,0
892,892,2,7,8,2,0,0,3,2,1,1,0,892,4,2,1,1,0,0,3,2,2,506,0
893,893,0,8,8,2,0,0,1,0,0,2,0,893,4,2,0,1,0,2,3,2,3,580,1
894,894,2,11,8,1,0,0,3,0,2,1,2,894,4,2,1,0,0,2,3,2,3,856,0
895,895,0,12,8,2,0,0,3,0,1,0,2,895,4,2,0,1,0,1,3,2,1,922,0
896,896,2,10,8,2,0,0,1,0,1,0,2,896,4,2,1,1,0,2,3,2,2,766,0
897,897,0,14,8,1,0,0,3,1,0,2,0,897,4,2,0,1,0,0,3,2,2,1014,0
898,898,2,7,10,2,0,1,3,0,0,0,2,898,4,2,1,1,0,1,3,2,2,676,1
899,899,0,5,8,2,0,0,3,1,1,0,1,899,4,2,0,1,0,1,3,2,2,320,1
900,900,1,0,9,2,0,0,0,0,1,0,0,900,6,1,1,0,0,0,3,2,2,107,1
901,901,2,6,9,2,0,0,0,1,1,2,0,901,6,1,0,1,0,2,3,2,2,506,0
902,902,0,6,9,2,0,0,0,0,2,2,0,902,6,1,1,1,0,1,3,2,2,506,0
903,903,0,6,9,2,0,0,0,1,2,0,0,903,6,1,0,1,0,2,3,2,3,506,0
904,904,2,12,10,2,0,0,1,0,1,2,2,904,6,1,1,1,0,1,3,2,0,1014,0
905,905,1,12,9,2,0,0,0,0,1,2,1,905,6,1,0,0,0,2,3,2,2,970,0
906,906,0,2,9,2,0,1,0,0,2,1,2,906,6,1,1,0,0,1,3,2,1,202,0
907,907,1,5,9,2,0,0,0,1,2,1,2,907,6,1,0,0,0,0,3,2,0,419,0
908,908,1,9,9,3,0,0,0,1,1,2,2,908,6,1,1,1,0,1,3,2,3,766,1
909,909,1,11,9,2,0,0,0,2,0,1,2,909,6,1,0,0,0,1,3,2,2,922,1
910,910,0,1,9,2,0,0,0,0,0,1,0,910,6,1,1,1,0,0,3,2,1,145,0
911,911,2,12,9,2,0,0,0,0,1,2,0,911,6,1,0,0,0,2,3,2,2,970,0
912,912,0,9,9,2,0,0,0,1,0,2,0,912,6,1,1,2,0,0,3,2,1,766,0
913,913,0,4,11,2,0,0,0,1,0,1,2,913,6,1,0,1,0,1,3,2,1,506,0
914,914,2,14,11,2,0,0,0,0,0,1,0,914,6,1,1,1,0,1,3,2,1,1094,0
915,915,1,8,9,2,0,0,0,0,0,2,0,915,6,1,0,1,0,1,3,2,1,676,1
916,916,0,11,9,2,0,0,1,1,1,0,0,916,6,1,1,1,0,0,3,2,3,922,1
917,917,0,0,9,2,0,2,0,0,2,0,0,917,6,1,0,2,0,0,3,2,1,107,0
918,918,0,2,9,2,0,2,0,2,0,2,1,918,6,1,1,1,0,0,3,2,0,202,0
919,919,0,9,9,2,0,0,0,0,2,1,1,919,6,1,0,1,0,1,3,2,2,766,1
920,920,0,10,9,2,0,0,0,0,0,0,1,920,6,1,1,0,0,0,3,2,3,856,0
921,921,0,6,9,2,0,0,0,1,0,0,1,921,6,1,0,0,0,0,3,2,0,506,0
922,922,0,8,9,2,0,0,0,0,0,1,0,922,6,1,1,1,0,0,3,2,2,676,0
923,923,1,2,9,2,0,0,0,2,1,2,0,923,6,1,0,0,0,1,3,2,0,202,0
924,924,2,11,10,2,0,1,0,2,0,2,0,924,6,1,1,0,0,0,3,2,0,970,0
925,925,2,9,9,2,0,1,0,0,2,1,0,925,6,1,0,1,0,0,3,2,1,766,1
926,926,2,7,9,3,0,0,0,2,1,0,0,926,6,1,1,0,0,0,3,2,1,580,1
927,927,2,12,8,2,0,0,0,1,0,0,1,927,6,1,0,1,0,0,3,2,2,922,0
928,928,2,6,8,2,0,0,0,2,1,1,2,928,6,1,1,0,0,2,3,2,1,419,0
929,929,0,1,9,2,1,0,0,2,2,0,0,929,6,1,0,0,0,1,3,2,0,145,0
930,930,0,14,9,2,0,0,0,0,2,2,2,930,6,1,1,1,0,2,3,2,0,1058,0
931,931,0,3,9,2,0,0,0,2,0,0,1,931,6,1,0,0,0,2,3,2,0,261,1
932,932,0,2,11,1,0,0,0,2,0,0,2,932,6,1,1,0,0,2,3,2,2,320,0
933,933,0,10,9,2,0,0,0,0,2,2,1,933,6,1,0,1,0,0,3,2,0,856,0
934,934,0,4,6,2,0,1,0,2,1,2,2,934,6,1,1,2,0,0,3,2,2,145,1
935,935,1,13,11,2,0,0,0,1,1,0,1,935,6,1,0,1,0,2,3,2,3,1083,1
936,936,0,10,9,2,0,0,0,1,1,2,2,936,6,1,1,1,0,2,3,2,0,856,0
937,937,2,5,9,2,0,0,0,0,0,1,0,937,6,1,0,2,0,2,3,2,0,419,0
938,938,0,1,9,2,0,0,1,2,1,2,1,938,6,1,1,1,0,2,3,2,2,145,1
939,939,0,1,9,2,0,0,0,1,1,2,1,939,6,1,0,0,0,1,3,2,0,145,1
940,940,2,2,10,2,0,0,0,0,0,0,0,940,6,1,1,1,0,0,3,2,2,261,0
941,941,0,4,10,2,0,0,0,0,0,2,0,941,6,1,0,1,0,0,3,2,2,419,0
942,942,2,0,9,2,0,0,0,2,2,0,2,942,6,1,1,1,0,2,3,2,1,107,0
943,943,2,12,9,2,0,0,0,0,0,0,0,943,6,1,0,0,0,1,3,2,0,970,1
944,944,2,7,9,2,0,0,0,1,0,0,0,944,6,1,1,1,0,2,3,2,0,580,1
945,945,0,13,9,2,0,0,0,0,2,1,1,945,6,1,0,1,0,0,3,2,3,1014,0
946,946,1,11,9,2,0,0,0,2,0,0,0,946,6,1,1,0,0,0,3,2,3,922,0
947,947,0,8,9,2,0,0,0,2,0,1,0,947,6,1,0,2,0,0,3,2,3,676,0
948,948,1,4,9,2,0,0,1,0,0,1,0,948,6,1,1,1,0,2,3,2,1,320,0
949,949,2,10,9,2,0,0,0,1,0,1,0,949,6,1,0,1,0,0,3,2,2,856,0
950,950,1,4,9,2,0,0,0,0,0,0,0,950,6,1,1,1,0,1,3,2,0,320,1
951,951,0,14,12,2,0,0,0,2,1,1,0,951,6,1,0,2,0,1,3,2,3,1101,0
952,952,1,9,9,2,0,0,0,2,1,0,2,952,6,1,1,2,0,0,3,2,0,766,0
953,953,0,2,9,2,0,0,0,1,2,2,0,953,6,1,0,1,0,0,3,2,0,202,0
954,954,1,14,10,1,0,0,0,0,0,0,0,954,6,1,1,1,0,2,3,2,0,1083,0
955,955,0,2,10,2,0,0,0,0,1,0,0,955,6,1,0,1,0,1,3,2,3,261,0
956,956,2,9,5,2,0,0,0,2,1,2,0,956,6,1,1,1,0,2,3,2,3,419,0
957,957,0,14,9,2,0,1,1,0,0,1,1,957,6,1,0,0,0,2,3,2,1,1058,0
958,958,0,12,9,2,0,0,1,0,0,0,0,958,6,1,1,1,0,2,3,2,1,970,0
959,959,0,11,9,2,0,0,0,0,0,2,0,959,6,1,0,1,0,2,3,2,2,922,1
960,960,0,5,9,2,0,0,2,0,1,2,0,960,6,1,1,1,0,0,3,2,0,419,1
961,961,1,13,9,2,0,0,0,0,2,0,0,961,6,1,0,1,0,0,3,2,2,1014,0
962,962,0,14,9,2,0,0,0,2,2,1,0,962,6,1,1,1,0,1,3,2,3,1058,1
963,963,0,1,9,2,0,1,0,0,1,2,1,963,6,1,0,0,0,2,3,2,3,145,0
964,964,0,7,8,2,0,0,0,0,0,1,2,964,6,1,1,2,0,1,3,2,1,506,0
965,965,0,8,9,2,0,0,0,1,0,2,2,965,6,1,0,2,0,1,3,2,3,676,0
966,966,1,9,9,2,0,0,0,0,1,2,0,966,6,1,1,1,0,1,3,2,0,766,0
967,967,0,1,9,2,0,0,0,0,0,2,2,967,6,1,0,0,0,1,3,2,3,145,0
968,968,2,6,9,2,0,1,0,0,2,1,1,968,6,1,1,1,0,0,3,2,2,506,0
969,969,1,11,9,2,0,0,0,1,0,0,1,969,6,1,0,1,0,0,3,2,1,922,0
970,970,1,4,9,2,0,0,0,1,0,1,2,970,6,1,1,1,0,2,3,2,3,320,1
971,971,2,7,9,1,0,1,0,0,0,2,2,971,6,1,0,1,0,0,3,2,0,580,0
972,972,2,10,6,2,0,0,0,2,1,2,0,972,6,1,1,2,0,1,3,2,3,580,0
973,973,1,10,4,2,0,0,0,2,1,1,0,973,6,1,0,0,0,1,3,2,3,419,0
974,974,2,3,9,1,0,1,0,2,1,0,0,974,6,1,1,1,0,0,3,2,2,261,0
975,975,2,10,9,2,0,0,0,2,1,2,0,975,6,1,0,1,0,2,3,2,3,856,0
976,976,0,12,9,2,0,0,0,0,2,2,2,976,6,1,1,1,0,0,3,2,3,970,0
977,977,0,10,9,2,0,0,0,2,1,1,0,977,6,1,0,1,0,0,3,2,3,856,0
978,978,0,7,9,2,0,1,0,2,1,2,0,978,6,1,1,1,0,1,3,2,0,580,0
979,979,2,12,9,1,0,0,0,2,0,1,0,979,6,1,0,1,0,1,3,2,2,970,1
980,980,0,12,9,2,0,0,0,0,1,1,2,980,6,1,1,1,0,1,2,2,1,970,1
981,981,1,3,9,2,0,1,0,0,1,2,0,981,6,1,0,1,0,2,2,2,0,261,0
982,982,0,14,9,2,0,0,0,1,2,2,2,982,6,1,1,1,0,0,2,2,1,1058,0
983,983,2,6,9,2,0,0,2,1,2,1,0,983,6,1,0,0,0,0,2,2,2,506,1
984,984,0,13,9,2,0,0,0,0,1,2,2,984,6,1,1,1,0,1,2,2,1,1014,0
985,985,2,5,9,2,0,0,1,1,0,0,1,985,6,1,0,1,0,0,2,2,3,419,1
986,986,0,4,9,2,0,0,0,1,1,0,0,986,6,1,1,1,0,1,2,2,2,320,1
987,987,1,8,9,2,0,0,0,2,0,2,2,987,6,1,0,1,0,2,2,2,3,676,0
988,988,2,0,9,2,0,0,0,0,0,1,2,988,6,1,1,1,0,1,2,2,2,107,1
989,989,0,13,9,2,0,0,0,1,2,0,0,989,6,1,0,1,0,2,2,2,3,1014,0
990,990,0,11,10,2,0,1,0,0,1,1,1,990,6,1,1,1,0,1,2,2,3,970,0
991,991,2,5,10,2,0,1,0,2,1,2,0,991,6,1,0,0,0,0,2,2,2,506,0
992,992,2,6,9,2,0,0,0,0,2,0,1,992,6,1,1,1,0,2,2,2,0,506,0
993,993,1,1,9,2,0,0,0,2,0,1,1,993,6,1,0,1,0,0,2,2,1,145,1
994,994,2,14,10,2,0,0,0,2,0,1,1,994,6,1,1,1,0,1,2,2,1,1083,0
995,995,0,8,9,2,0,0,0,0,0,1,2,995,6,1,0,2,0,2,2,2,2,676,0
996,996,0,6,9,2,1,0,0,1,1,2,1,996,6,1,1,1,0,2,2,2,1,506,0
997,997,0,11,3,1,0,0,0,0,1,1,1,997,6,1,0,1,0,1,2,2,1,419,0
998,998,0,9,8,2,0,0,0,2,1,0,2,998,6,1,1,1,0,2,2,2,3,676,0
999,999,0,1,9,2,0,0,0,1,0,2,1,999,6,1,0,1,0,1,2,2,2,145,0
1000,1000,1,7,10,0,0,4,0,1,1,0,2,1000,0,0,1,2,1,1,2,2,1,676,0
1001,1001,2,14,10,0,0,1,1,0,1,2,1,1001,0,0,0,1,1,2,2,2,2,1083,0
1002,1002,0,1,10,0,0,1,0,0,0,1,2,1002,0,0,1,0,1,0,2,2,0,202,0
1003,1003,2,14,10,0,0,1,0,0,0,0,1,1003,0,0,0,1,1,2,2,2,3,1083,0
1004,1004,1,10,10,0,0,4,0,0,2,1,0,1004,0,0,1,0,1,2,2,2,0,922,1
1005,1005,1,9,10,1,0,1,0,0,1,1,1,1005,0,0,0,1,1,1,2,2,3,856,0
1006,1006,0,0,10,0,0,4,0,1,2,1,0,1006,0,0,1,1,1,1,2,2,0,145,1
1007,1007,0,7,10,0,0,2,0,1,1,0,0,1007,0,0,0,0,1,1,2,2,3,676,0
1008,1008,2,3,10,0,0,4,0,2,2,0,0,1008,0,0,1,1,1,2,2,2,1,320,0
1009,1009,0,0,10,0,0,4,0,2,2,0,0,1009,0,0,0,2,1,1,2,2,0,145,0
1010,1010,1,3,10,0,0,4,0,0,0,1,0,1010,0,0,1,1,1,2,2,2,3,320,0
1011,1011,0,7,10,0,0,4,0,1,2,0,1,1011,0,0,0,1,1,1,2,2,0,676,1
1012,1012,2,8,10,0,0,4,0,2,0,1,0,1012,0,0,1,1,1,0,2,2,0,766,0
1013,1013,2,13,10,0,0,4,0,2,0,2,1,1013,0,0,0,1,1,2,2,2,3,1058,0
1014,1014,0,9,7,0,0,4,1,0,2,1,1,1014,0,0,1,1,1,1,2,2,0,580,1
1015,1015,2,2,10,0,0,4,0,0,0,2,2,1015,0,0,0,0,1,0,2,2,3,261,0
1016,1016,1,13,10,2,0,4,0,0,0,0,1,1016,0,0,1,2,1,1,2,2,3,1058,1
1017,1017,1,10,9,2,0,4,1,2,0,2,0,1017,0,0,0,1,1,1,2,2,1,856,1
1018,1018,1,4,10,0,0,1,0,0,0,0,0,1018,0,0,1,1,1,1,2,2,1,419,1
1019,1019,2,6,0,0,0,0,0,1,2,0,1,1019,0,0,0,0,1,0,2,2,2,43,0
1020,1020,0,6,10,1,0,4,0,0,0,0,0,1020,0,0,1,0,1,0,0,2,1,580,0
1021,1021,0,14,10,0,0,4,0,1,2,1,1,1021,0,0,0,0,1,1,0,2,2,1083,1
1022,1022,0,3,10,0,0,4,0,2,2,0,2,1022,0,0,1,1,1,1,0,2,0,320,0
1023,1023,0,10,10,0,0,4,0,2,0,0,1,1023,0,0,0,0,1,2,0,2,0,922,0
1024,1024,0,5,10,0,0,4,0,0,0,0,0,1024,0,0,1,1,1,1,0,2,3,506,1
1025,1025,2,7,10,0,0,4,1,0,2,1,1,1025,0,0,0,1,1,2,0,2,2,676,1
1026,1026,2,9,2,2,0,4,0,0,0,0,0,1026,0,0,1,1,1,1,0,2,3,202,1
1027,1027,2,2,10,0,0,4,0,0,2,0,2,1027,0,0,0,1,1,0,0,2,3,261,0
1028,1028,2,14,10,2,0,4,0,1,2,0,2,1028,0,0,1,0,1,1,0,2,3,1083,1
1029,1029,2,2,10,0,0,4,0,0,1,0,1,1029,0,0,0,1,1,2,0,2,1,261,0
1030,1030,0,11,4,0,0,0,1,0,2,1,0,1030,0,0,1,1,1,0,0,2,0,506,0
1031,1031,0,11,10,0,0,4,0,2,0,1,0,1031,0,0,0,1,1,1,0,2,2,970,0
1032,1032,0,9,10,0,0,4,0,0,0,0,0,1032,0,0,1,1,1,2,0,2,1,856,0
1033,1033,2,3,10,0,0,1,0,0,2,0,0,1033,0,0,0,0,1,2,0,2,0,320,0
1034,1034,0,11,10,0,0,4,1,1,0,1,0,1034,0,0,1,1,1,1,0,2,0,970,0
1035,1035,0,8,5,0,0,4,0,2,0,0,0,1035,0,0,0,1,1,2,0,2,3,320,0
1036,1036,2,7,10,0,0,4,0,2,2,1,1,1036,0,0,1,1,1,1,0,2,2,676,0
1037,1037,0,12,10,0,0,4,0,0,0,1,1,1037,0,0,0,1,1,2,0,2,3,1014,0
1038,1038,0,9,10,0,0,0,0,1,0,2,0,1038,0,0,1,1,1,0,0,2,3,856,1
1039,1039,1,8,10,0,0,4,0,1,1,1,0,1039,0,0,0,0,1,1,0,2,3,766,0
1040,1040,2,4,10,1,0,4,0,0,1,1,2,1040,0,0,1,2,1,2,2,2,0,419,0
1041,1041,2,0,10,0,0,1,0,0,0,1,1,1041,0,0,0,1,1,1,2,2,1,145,0
1042,1042,0,10,10,2,0,0,0,0,1,1,0,1042,0,0,1,1,1,1,2,2,2,922,1
1043,1043,2,11,10,0,0,4,0,2,1,2,2,1043,0,0,0,1,1,0,2,2,0,970,0
1044,1044,0,13,7,0,0,1,0,1,1,2,0,1044,0,0,1,0,1,2,2,2,1,922,0
1045,1045,0,8,10,1,0,4,1,1,2,0,1,1045,0,0,0,1,1,1,2,2,2,766,0
1046,1046,0,3,10,0,0,4,1,2,0,0,0,1046,0,0,1,1,1,1,2,2,1,320,0
1047,1047,0,2,10,0,0,4,0,0,2,0,2,1047,0,0,0,2,1,1,2,2,1,261,0
1048,1048,2,9,10,2,0,0,0,2,0,1,0,1048,0,0,1,1,1,1,2,2,2,856,1
1049,1049,0,3,10,0,0,4,0,2,0,2,0,1049,0,0,0,1,1,2,2,2,3,320,1
1050,1050,1,11,10,0,0,2,0,0,2,0,2,1050,0,0,1,1,1,1,2,2,3,970,1
1051,1051,0,9,10,1,0,1,0,0,1,2,0,1051,0,0,0,1,1,2,2,2,1,856,0
1052,1052,0,2,10,0,0,4,0,1,1,2,0,1052,0,0,1,1,1,2,2,2,0,261,1
1053,1053,2,3,10,0,0,4,0,2,1,0,0,1053,0,0,0,0,1,0,2,2,2,320,0
1054,1054,0,11,10,0,0,4,0,1,1,0,0,1054,0,0,1,2,1,1,2,2,2,970,0
1055,1055,0,11,10,0,0,0,1,0,2,1,0,1055,0,0,0,0,1,2,2,2,1,970,0
1056,1056,0,14,10,0,0,4,0,0,0,0,2,1056,0,0,1,1,1,2,2,2,2,1083,1
1057,1057,1,4,10,0,0,1,0,1,1,0,0,1057,0,0,0,2,1,0,2,2,0,419,1
1058,1058,0,6,10,0,0,2,0,1,1,0,0,1058,0,0,1,1,1,2,2,2,0,580,0
1059,1059,2,10,7,0,0,4,0,1,0,0,1,1059,0,0,0,1,1,1,2,2,1,676,0
1060,1060,2,10,10,2,0,4,0,1,2,2,0,1060,0,0,1,1,1,1,2,2,0,922,1
1061,1061,0,13,10,0,0,4,0,0,0,0,0,1061,0,0,0,1,1,1,2,2,2,1058,0
1062,1062,0,9,10,0,0,4,0,0,2,2,0,1062,0,0,1,0,1,0,2,2,2,856,0
1063,1063,0,9,10,2,0,4,2,1,2,1,0,1063,0,0,0,0,1,0,2,2,3,856,0
1064,1064,0,10,12,1,0,4,0,2,0,0,1,1064,0,0,1,1,1,0,2,2,1,1014,1
1065,1065,0,6,10,1,0,4,0,0,2,0,0,1065,0,0,0,2,1,2,2,2,3,580,1
1066,1066,0,4,10,0,0,4,0,0,1,2,1,1066,0,0,1,1,1,2,2,2,0,419,0
1067,1067,1,11,10,0,0,4,0,2,2,0,0,1067,0,0,0,0,1,0,2,2,0,970,1
1068,1068,2,14,7,0,0,1,0,2,0,1,2,1068,0,0,1,1,1,0,2,2,0,970,0
1069,1069,2,10,10,2,0,1,0,1,1,0,1,1069,0,0,0,1,1,2,2,2,0,922,0
1070,1070,1,7,10,0,0,4,0,2,0,1,1,1070,0,0,1,1,1,1,2,2,2,676,0
1071,1071,0,11,10,0,0,4,0,1,2,1,0,1071,0,0,0,1,1,1,2,2,1,970,0
1072,1072,2,14,10,0,0,4,0,0,2,0,0,1072,0,0,1,1,1,2,2,2,3,1083,0
1073,1073,0,10,10,0,0,4,0,1,1,2,2,1073,0,0,0,1,1,0,2,2,0,922,1
1074,1074,0,5,10,0,0,4,0,0,0,1,1,1074,0,0,1,1,1,1,2,2,1,506,0
1075,1075,1,9,10,0,0,4,0,0,1,0,0,1075,0,0,0,0,1,1,2,2,2,856,0
1076,1076,0,14,10,0,0,2,0,0,1,1,1,1076,0,0,1,1,1,1,2,2,3,1083,0
1077,1077,2,12,10,0,0,4,0,0,0,0,1,1077,0,0,0,0,1,1,2,2,1,1014,0
1078,1078,0,3,10,0,0,2,1,1,1,0,2,1078,0,0,1,1,1,1,2,2,0,320,0
1079,1079,1,10,10,0,0,4,0,1,1,1,0,1079,0,0,0,1,1,0,2,2,0,922,0
1080,1080,2,7,10,0,0,1,2,1,0,2,1,1080,0,0,1,0,1,0,2,2,3,676,0
1081,1081,2,9,10,0,0,4,0,0,1,1,2,1081,0,0,0,1,1,1,2,2,3,856,0
1082,1082,0,0,10,1,0,4,0,0,2,2,0,1082,0,0,1,1,1,2,2,2,0,145,0
1083,1083,0,11,10,1,0,0,1,2,0,0,1,1083,0,0,0,0,1,1,2,2,2,970,0
1084,1084,2,2,10,1,0,4,0,0,1,0,2,1084,0,0,1,0,1,1,2,2,1,261,0
1085,1085,0,7,10,0,0,4,0,0,1,0,0,1085,0,0,0,0,1,1,2,2,2,676,0
1086,1086,1,12,10,0,0,4,0,1,0,0,1,1086,0,0,1,1,1,1,2,2,2,1014,0
1087,1087,0,12,10,0,0,4,0,0,0,2,2,1087,0,0,0,1,1,2,2,2,1,1014,1
1088,1088,0,0,10,0,0,1,0,0,1,0,0,1088,0,0,1,0,1,1,2,2,3,145,1
1089,1089,2,9,10,2,0,4,0,1,0,1,0,1089,0,0,0,1,1,1,2,2,2,856,0
1090,1090,0,2,10,1,0,1,0,0,1,1,2,1090,0,0,1,1,1,0,2,2,3,261,1
1091,1091,0,4,10,0,0,4,0,1,0,2,1,1091,0,0,0,1,1,1,2,2,2,419,0
1092,1092,0,14,10,0,0,2,0,2,0,1,0,1092,0,0,1,2,1,1,2,2,1,1083,0
1093,1093,2,11,10,0,0,4,0,0,1,2,1,1093,0,0,0,1,1,1,2,2,0,970,0
1094,1094,2,0,10,1,0,4,1,1,0,1,1,1094,0,0,1,1,1,1,2,2,1,145,0
1095,1095,2,12,10,2,0,4,0,2,0,0,0,1095,0,0,0,1,1,0,2,2,0,1014,0
1096,1096,0,13,10,0,0,4,0,2,0,2,0,1096,0,0,1,1,1,2,2,2,3,1058,0
1097,1097,0,1,11,0,0,1,0,0,0,1,2,1097,0,0,0,0,1,1,2,2,0,261,1
1098,1098,1,11,10,2,0,4,0,0,0,1,0,1098,0,0,1,1,1,2,2,2,0,970,0
1099,1099,0,6,10,1,0,1,0,0,2,2,0,1099,0,0,0,1,1,2,2,2,1,580,1
1100,1100,1,4,10,0,0,4,1,1,0,2,1,1100,5,0,1,0,1,1,2,2,0,419,0
1101,1101,1,11,10,2,0,4,1,0,1,0,0,1101,5,0,0,1,1,1,2,2,0,970,0
1102,1102,0,12,10,0,0,1,1,2,0,1,1,1102,5,0,1,0,1,2,2,2,0,1014,0
1103,1103,0,10,10,2,0,4,1,0,2,0,2,1103,5,0,0,1,1,0,2,2,2,922,1
1104,1104,2,9,10,0,0,4,1,0,2,1,0,1104,5,0,1,1,1,1,2,2,2,856,0
1105,1105,0,11,10,1,0,4,1,0,0,1,1,1105,5,0,0,1,1,2,2,2,2,970,0
1106,1106,1,9,10,0,0,1,1,1,2,2,2,1106,5,0,1,1,1,2,2,2,1,856,0
1107,1107,0,14,10,0,0,4,1,1,0,0,1,1107,5,0,0,0,1,1,2,2,0,1083,0
1108,1108,1,6,10,2,0,0,1,2,0,1,0,1108,5,0,1,1,1,0,2,2,3,580,0
1109,1109,0,1,10,0,0,4,1,1,0,0,2,1109,5,0,0,0,1,1,2,2,1,202,0
1110,1110,1,6,10,0,0,4,1,0,2,0,2,1110,5,0,1,0,1,1,2,2,1,580,0
1111,1111,2,3,9,0,0,4,1,1,2,0,0,1111,5,0,0,2,1,2,2,2,2,261,0
1112,1112,1,3,10,0,0,4,1,0,2,2,2,1112,5,0,1,1,1,2,2,2,1,320,0
1113,1113,0,14,10,0,0,2,1,1,0,2,1,1113,5,0,0,0,1,2,2,2,1,1083,1
1114,1114,2,11,10,0,0,4,1,1,0,0,1,1114,5,0,1,0,1,0,2,2,2,970,0
